﻿索引,文本内容,翻译内容
4828,A large duffel bag for holding extra things.,一个大号的旅行包，有额外的空间装更多东西
4829,living duffel bag,活过来的旅行包
4830,captain's duffel bag,船长的旅行包
4831,A large duffel bag for holding extra captainly goods.,一个大号的旅行包，用来装船长的私人物品
4832,medical duffel bag,医疗旅行包
4833,A large duffel bag for holding extra medical supplies.,一种用来装额外医疗物资的旅行包
4834,surgical duffel bag,手术旅行包
4835,A large duffel bag for holding extra medical supplies - this one seems to be designed for holding surgical tools.,一个大号的旅行包，用来装额外的医疗用品——这个似乎是用来装手术工具的
4836,explorer duffel bag,探索者旅行包
4837,A large duffel bag for holding extra exotic treasures.,一个大号的旅行包，用来装异国珍宝
4838,hydroponic's duffel bag,水培旅行包
4839,A large duffel bag for holding extra gardening tools.,一种用来装额外园艺工具的大行李袋
4840,chemistry duffel bag,化学旅行包
4841,A large duffel bag for holding extra chemical substances.,一个大号的旅行包，有额外的空间装更多的化学物质。
4842,geneticist's duffel bag,遗传学家的旅行包
4843,A large duffel bag for holding extra genetic mutations.,一个大号的旅行包，有额外的空间装更多的突变基因。
4844,scientist's duffel bag,科学家的旅行包
4845,A large duffel bag for holding extra scientific components.,一个大号的旅行包，有额外的空间装更多的科学组件。
4846,virologist's duffel bag,病毒学家的旅行包
4847,A large duffel bag for holding extra viral bottles.,一个大号的旅行包，有额外的空间装更多的病毒瓶。
4848,security duffel bag,安保旅行包
4849,A large duffel bag for holding extra security supplies and ammunition.,一个大号的筒状帆布包，用来装更多的安保用品和弹药。
4850,surgical duffel bag,手术旅行包
4851,A large duffel bag for holding extra supplies - this one has a material inlay with space for various sharp-looking tools.,一个大号的旅行包，用来装额外的物资——这一个有特殊内嵌层，可以用来装各种外观锋利的工具。
4852,industrial duffel bag,工业用帆布包
4853,A large duffel bag for holding extra tools and supplies.,一种用来装额外工具和供应品的大行李袋
4854,drone duffel bag,无人机旅行包
4855,A large duffel bag for holding tools and hats.,用来装工具和帽子的旅行包
4856,clown's duffel bag,小丑的旅行包
4857,A large duffel bag for holding lots of funny gags!,一个大的行李包，用来装很多有趣的笑话！
4858,"tactical duffel bag"" //SKYRAT EDIT, was ""suspicious-looking duffel bag"
4859,A large duffel bag for holding extra tactical supplies.,一种用来装额外战术补给的大旅行包。
4860,This duffel bag has the Syndicate logo stiched on the inside. It appears to be made from lighter yet sturdier materials.,这个行李袋里缝着辛迪加的标志，它似乎是由更轻但更坚固的材料制成的。
4861,A large duffel bag for holding extra things. There is a Nanotrasen logo on the back.,有额外的空间装更多东西的大行李袋，在后面有一个纳米传讯的标志。
4862,medical duffel bag,医疗旅行包
4863,A large duffel bag for holding extra tactical medical supplies.,一种用来装额外战术医疗用品的旅行包。
4864,surgery duffel bag,手术旅行包
4865,A large duffel bag for holding extra supplies - this one has a material inlay with space for various sharp-looking tools.,一个大号的旅行包，用来装额外的物资——这一个有特殊内嵌层，可以用来装各种外观锋利的工具。
4866,ammunition duffel bag,弹药旅行包
4867,A large duffel bag for holding extra weapons ammunition and supplies.,一个大号的旅行包，用来装额外的武器弹药和补给。
4868,"A large duffel bag, packed to the brim with Bulldog shotgun magazines.",一个大行李袋，装满了斗牛犬霰弹枪弹夹。
4869,"A large duffel bag, packed to the brim with C-20r magazines.",一个大行李袋，装满了C-20r弹夹。
4870,"A large duffel bag, packed to the brim with various exosuit ammo.",一个大行李袋，装满了各种外骨骼装甲弹药。
4871,"A large duffel bag, packed to the brim with various exosuit ammo.",一个大行李袋，装满了各种外骨骼装甲弹药。
4872,"A large duffel bag containing a C-20r, some magazines, and a cheap looking suppressor.",一个大的行李袋，里面装着一把C-20r，一些弹匣，和一个看起来很便宜的抑制器。
4873,"A large duffel bag containing a Bulldog, some drums, and a pair of thermal imaging glasses.",一个大的行李袋，里面装着一把斗牛犬霰弹枪，一些弹药，和一副热像仪眼镜。
4874,"A large duffel bag containing a medical equipment, a Donksoft LMG, a big jumbo box of riot darts, and a knock-off pair of magboots."
4875,"A large duffel bag containing deadly chemicals, a handheld chem sprayer, Bioterror foam grenade, a Donksoft assault rifle, box of riot grade darts, a dart pistol, and a box of syringes.",一个装有致命化学品的大筒状帆布包、一个手持式化学喷雾器、生物恐怖泡沫手榴弹、一支Donksoft突击步枪、一盒防暴级飞镖、一把飞镖手枪和一盒注射器
4876,"A large duffel bag containing a New Russian pyro backpack sprayer, Elite MODsuit, a Stechkin APS pistol, minibomb, ammo, and other equipment.",一个大的行李包，内含一个新的俄罗斯火焰喷射背包、精英模块服、一把斯托金杰 APS手枪、辛迪加迷你炸弹、弹药和其他装备
4877,wings,翅膀
4878,Granted to the henchmen who deserve it. This probably doesn't include you.,这是给那些应得的追随者的，这可能不包括你
4879,police bag,警察包
4880,A large duffel bag for holding extra police gear.,一个大号的筒状帆布包，用来装更多的警察装备
4881,trash bag,垃圾袋
4882,It's the heavy-duty black polymer kind. Time to take out the trash!,这是一种耐用的黑色聚合物制成的袋子，该倒垃圾了！
4883,trash bag of holding,蓝空垃圾袋
4884,"The latest and greatest in custodial convenience, a trashbag that is capable of holding vast quantities of garbage.",最新和最方便的清洁发明，一个能够容纳巨量垃圾的垃圾袋。
4885,mining satchel,矿石袋
4886,This little bugger can be used to store and transport ores.,这个小家伙可以用来储存和运输矿石。
4887,cyborg mining satchel,赛博格矿石袋
4888,mining satchel of holding,蓝空矿石袋
4889,"A revolution in convenience, this satchel allows for huge amounts of ore storage. It's been outfitted with anti-malfunction safety measures.",革命的便利物，这个背包可以储存大量的矿石，它已经配备了防故障安全措施。
4890,plant bag,植物袋
4891,portable seed extractor,便携式榨种机
4892,"For the enterprising botanist on the go. Less efficient than the stationary model, it creates one seed per plant.",对于有进取心的植物学家来说，与固定版相比，它的效率更低，它只能为每棵植物创建一个种子。
4893,sheet snatcher,矿物板抓取器
4894,A patented Nanotrasen storage system designed for any kind of mineral sheet.,一种获得专利的纳米传讯存储系统，可用于任何类型的矿物板。
4895,sheet snatcher 9000,矿物板抓取器9000
4896,
4897,book bag,书包
4898,A bag for books.,一个装书的挎包。
4899,serving tray,服务托盘
4900,A metal tray to lay food on.,放置食物的金属托盘。
4901,cafeteria tray,自助托盘
4902,A cheap metal tray to pile today's meal onto.,一个廉价的金属托盘，可以把今天的饭菜堆放在上面。
4903,chemistry bag,化学药品袋
4904,"A bag for storing pills, patches, and bottles.",一种用来存放药片、贴片和瓶子的挎包。
4905,bio bag,生物处理袋
4906,A bag for the safe transportation and disposal of biowaste and other virulent materials.,用于安全运输和处置生物废物和其他有害物质的挎包。
4907,science bag,科学挎包
4908,A bag for the storage and transport of anomalous materials.,用于储存和运输异常材料的挎包。
4909,construction bag,施工挎包
4910,A bag for storing small construction components.,用于存放小型建筑构件的挎包。
4911,harpoon quiver,鱼叉箭袋
4912,A quiver for holding harpoons.,有鱼叉的箭袋。
4913,basket,篮子
4914,Handwoven basket.,手工编织的篮子。
4915,belt,腰带
4916,Can hold various things.,可以装各种东西。
4917,toolbelt,工具腰带
4918,Holds tools.,容纳工具。
4919,"Chief Engineer's toolbelt"" //""the Chief Engineer's toolbelt"", because ""Chief Engineer's toolbelt"
4920,"Holds tools, looks snazzy.",装载工具，看起来很时髦。
4921,medical belt,医用腰带
4922,Can hold various medical equipment.,可以容纳各种医疗设备。
4923,security belt,安保腰带
4924,Can hold security gear like handcuffs and flashes.,可以携带手铐和闪光灯等安保装备。
4925,security webbing,安保携行具
4926,"Unique and versatile chest rig, can hold security gear.",独特而多功能的胸挂，可容纳安保装备
4927,explorer's webbing,探险家携行具
4928,"A versatile chest rig, cherished by miners and hunters alike.",一款多功能胸挂，深受矿工猎人等一类人的喜爱。
4929,hunter's belt,猎手腰带
4930,"A versatile belt, woven from sinew.",用筋编织而成的多用途腰带。
4931,soul stone belt,灵魂石腰带
4932,"Designed for ease of access to the shards during a fight, as to not let a single enemy spirit slip away.",设计用于在战斗中轻松获取碎片，不让一个敌人的灵魂溜走。
4933,championship belt,冠军腰带
4934,Proves to the world that you are the strongest!,向世界证明你是最强的！
4935,cummerbund,腰封
4936,A pleated sash that pairs well with a suit jacket.,与西装夹克搭配得很好的打皱腰带
4937,chest rig,胸挂
4938,A set of tactical webbing worn by Syndicate boarding parties.,辛迪加登船队使用的一套战术携行具
4939,tactical snack rig,战术零食战术胸挂
4940,A set of snack-tical webbing worn by athletes of the [sponsor] VR sports division.
4941,agent belt,外星特工腰带
4942,A belt used by abductor agents.,一种绑架者特工所使用的腰带
4943,army belt,军队腰带
4944,A belt used by military forces.,一种军方所使用的腰带
4945,assault belt,突击腰带
4946,A tactical assault belt.,一种战术突击腰带
4947,grenadier belt,掷弹兵腰带
4948,A belt for holding grenades.,一种用于装载大量手雷的腰带
4949,wand belt,魔杖腰带
4950,A belt designed to hold various rods of power. A veritable fanny pack of exotic magic.,一种腰带设计来装载各种蕴含神秘力量的棒子，名副其实的魔法腰包
4951,janibelt,清洁工腰带
4952,A belt used to hold most janitorial supplies.,一种腰带，用来携带清洁工具
4953,bandolier,子弹带
4954,A bandolier for holding rifle and shotgun ammunition.,一种子弹带，用来携带步枪或霰弹枪子弹
4955,fannypack,腰包
4956,A dorky fannypack for keeping small items in.,一种用来存放小物品的笨拙腰包
4957,black fannypack,黑色腰包
4958,red fannypack,红色腰包
4959,purple fannypack,紫色腰包
4960,blue fannypack,蓝色腰包
4961,orange fannypack,橙色腰包
4962,white fannypack,白色腰包
4963,green fannypack,绿色腰包
4964,pink fannypack,粉色腰包
4965,cyan fannypack,青色腰包
4966,yellow fannypack,黄色腰包
4967,sabre sheath,军刀刀鞘
4968,An ornate sheath designed to hold an officer's blade.,一种用来装军官佩剑的华丽剑鞘
4969,botanical belt,植物学腰带
4970,"A belt used to hold most hydroponics supplies. Suprisingly, not green.",用来装大多数水培用品的腰带，令人惊讶的是，它不是绿色的
4971,hollowed book,被挖空的书
4972,I guess someone didn't like it.,我猜有人不喜欢这本书
4973,bible,圣经
4974,Apply to head repeatedly.,用它反复敲打别人的头
4975,Christ,基督
4976,insuls
4977,A mere copy of the true insuls.
4978,Purified [EX.name]
4979,To be applied to the head repeatedly.
4980,The Syndicate,辛迪加
4981,Syndicate Tome,辛迪加圣经
4982,briefcase,公文包
4983,It's made of AUTHENTIC faux-leather and has a price-tag still attached. Its owner must be a real professional.,它是由\'真正的\'人造革制成的，并附有价格标签，它的主人必须是真正的专业人士
4984,"Its label reads \""genuine hardened Captain leather\"", but suspiciously has no other tags or branding. Smells like L'Air du Temps."
4985,donut box,甜甜圈盒子
4986,Mmm. Donuts.,嗯唔，甜甜圈
4987,egg box,蛋箱
4988,A carton for containing eggs.,装鸡蛋的纸箱。
4989,candle pack,蜡烛包
4990,A pack of red candles.,一包红蜡烛
4991,Space Cigarettes packet,太空香烟包
4992,"The most popular brand of cigarettes, sponsors of the Space Olympics. On the back it advertises to be the only brand that can be smoked in the vaccum of space.",最受欢迎的香烟品牌，太空奥运会赞助商。在背面，它宣传是唯一可以在真空中吸烟的品牌。
4993,discarded cigarette packet,废弃烟盒
4994,"An old cigarette packet with the back torn off, worth less than nothing now.",一个背面被撕掉的旧烟盒，现在一文不值。
4995,DromedaryCo packet
4996,"A packet of six imported DromedaryCo cancer sticks. A label on the packaging reads, \""Wouldn't a slow death make a change?\"""
4997,Uplift Smooth packet
4998,"Your favorite brand, now menthol flavored."
4999,Robust packet
5000,Smoked by the robust.
5001,Robust Gold packet
5002,Smoked by the truly robust.
5003,Carp Classic packet
5004,Since 2313.,自从2313年以来.
5005,cigarette packet,香烟包
5006,An obscure brand of cigarettes.,一种不知名的香烟品牌。
5007,Midori Tabako packet
5008,"You can't understand the runes, but the packet smells funny.",你听不懂符文，但这包东西闻起来很怪。
5009,Timmy's First Candy Smokes packet
5010,Unsure about smoking? Want to bring your children safely into the family tradition? Look no more with this special packet! Includes 100%* Nicotine-Free candy cigarettes.
5011,Shady Jim's Super Slims packet
5012,Is your weight slowing you down? Having trouble running away from gravitational singularities? Can't stop stuffing your mouth? Smoke Shady Jim's Super Slims and watch all that fat burn away. Guaranteed results!
5013,Xeno Filtered packet
5014,Loaded with 100% pure slime. And also nicotine.
5015,Freak Brothers' Special packet
5016,"A label on the packaging reads, \""Endorsed by Phineas, Freddy and Franklin.\"""
5017,Leary's Delight packet,莱利的乐趣包
5018,Banned in over 36 galaxies.,在超36个星系中属于违禁品。
5019,rolling paper pack
5020,A pack of Nanotrasen brand rolling papers.
5021,premium cigar case,优质雪茄盒
5022,A case of premium cigars. Very expensive.,一盒优质雪茄。非常昂贵。
5023,Cohiba Robusto cigar case,高斯巴强健雪茄盒
5024,"A case of imported Cohiba cigars, renowned for their strong flavor.",一盒进口高斯巴雪茄，以其浓烈的味道而闻名。
5025,premium Havanian cigar case,优质哈瓦那雪茄盒
5026,A case of classy Havanian cigars.,一盒上等哈瓦那雪茄。
5027,heart-shaped box,心形盒子
5028,A heart-shaped box for holding tiny chocolates.,装小巧克力的心形盒子。
5029,nugget box,鸡块盒
5030,A cardboard box used for holding chicken nuggies.,用来装鸡块的纸板箱
5031,pickles,腌菜
5032,A jar for containing pickles.,一罐放着泡菜的罐子
5033,garment bag,衣物袋
5034,A bag for storing extra clothes and shoes.,用来存放额外衣服和鞋子的袋子
5035,captain's garment bag,船长的衣物袋
5036,A bag for storing extra clothes and shoes. This one belongs to the captain.,用来存放额外衣服和鞋子的袋子，这个属于船长
5037,head of security's garment bag,安保部长的衣物袋
5038,A bag for storing extra clothes and shoes. This one belongs to the head of security.,用来存放额外衣服和鞋子的袋子，这个属于安保部长
5039,head of personnel's garment bag,人事部长的衣物袋
5040,A bag for storing extra clothes and shoes. This one belongs to the head of personnel.,用来存放额外衣服和鞋子的袋子，这个属于人事部长
5041,research director's garment bag,科研部长的衣物袋
5042,A bag for storing extra clothes and shoes. This one belongs to the research director.,用来存放额外衣服和鞋子的袋子，这个属于科研部长
5043,chief medical officer's garment bag,医疗部长的衣物袋
5044,A bag for storing extra clothes and shoes. This one belongs to the chief medical officer.,用来存放额外衣服和鞋子的袋子，这个属于医疗部长
5045,chief engineer's garment bag,工程部长的衣物袋
5046,A bag for storing extra clothes and shoes. This one belongs to the chief engineer.,用来存放额外衣服和鞋子的袋子，这个属于工程部长
5047,shoulder holster,肩部枪套
5048,A rather plain but still cool looking holster that can hold a handgun.,一个相当普通但看起来很酷的皮套，可以装手枪
5049,thermal shoulder holsters,肩部热能枪套
5050,"A rather plain pair of shoulder holsters with a bit of insulated padding inside. Meant to hold a twinned pair of thermal pistols, but can fit several kinds of energy handguns as well.",一对相当普通的肩部皮套，里面有些绝缘衬垫，设计用于持有一对热手枪，但也可以携带几种能量手枪。
5051,detective's holster,侦探的枪套
5052,A holster able to carry handguns and some ammo. WARNING: Badasses only.,可以携带手枪和一些弹药的枪套，警告 仅限真正的坏家伙
5053,marine's holster,海军陆战队枪套
5054,"Wearing this makes you feel badass, but you suspect it's just a repainted detective's holster from the NT surplus.",戴上这个枪套会让你感觉自己很酷，但你怀疑这只是一个从纳米传讯存货中重新上漆的侦探枪套
5055,syndicate holster,辛迪加枪套
5056,"A hip holster that uses chameleon technology to disguise itself, due to the added chameleon tech, it cannot be mounted onto armor.",一种使用变色龙技术伪装自己的臀部皮套，由于增加了变色龙技术，它不能安装在防具上
5057,Belt,腰带
5058,operative holster,特工枪套
5059,A deep shoulder holster capable of holding almost any form of firearm and its ammo.,一种很深的肩部枪套，能够装下几乎任何形式的火器及其弹药
5060,lockbox,加密箱
5061,A locked box.,一个加密的箱子
5062,lockbox of mindshield implants,一加密箱心盾植入物
5063,lockbox of clusterbangs,集束炸弹加密箱
5064,You have a bad feeling about opening this.,你对打开这个有不好的预感。
5065,medal box,奖章盒
5066,A locked box used to store medals of honor.,一个上锁的盒子，用来装这些代表荣誉的奖章
5067,Head of Personnel medal box,人事部长的奖章盒
5068,A locked box used to store medals to be given to those exhibiting excellence in management.,一个上锁的盒子，用来存放奖章，以奖励那些在管理方面表现卓越的人
5069,security medal box,安保奖章盒
5070,A locked box used to store medals to be given to members of the security department.,一个上锁的盒子，用来存放颁发给安保部门成员的奖牌
5071,medical medal box,医疗奖章箱
5072,A locked box used to store medals to be given to members of the medical department.,一个上锁的盒子，用来存放颁发给医疗部门成员的奖牌
5073,cargo award box,货舱奖品盒
5074,A locked box used to store awards to be given to members of the cargo department.,一个上锁的盒子，用来存放给货舱部门成员的奖品。
5075,service award box,服务奖品盒
5076,A locked box used to store awards to be given to members of the service department.,一个上锁的盒子，用来存放给服务部门成员的奖品。
5077,science medal box,科研奖章盒
5078,A locked box used to store medals to be given to members of the science department.,一个上锁的盒子，用来存放颁发给科研部门成员的奖牌
5079,order lockbox,订单密码箱
5080,"A box used to secure small cargo orders from being looted by those who didn't order it. Yeah, cargo tech, that means you.",用来确保小额货仓订单箱不被那些没有订购它的人洗劫，是的，货运技术员，说的就是你。
5081,medkit,急救箱
5082,It's an emergency medical kit for those serious boo-boos.,这是一个应急医疗箱，用于治疗那些严重的小伤口。
5083,A first aid kit with the ability to heal common types of injuries.,具有治愈常见伤害能力的急救箱。
5084,emergency medkit,紧急急救箱
5085,A very simple first aid kit meant to secure and stabilize serious wounds for later treatment.,一个非常简单的急救箱，用于保护和稳定严重伤口，以便日后治疗。
5086,surgical medkit,外科急救箱
5087,"A high capacity aid kit for doctors, full of medical supplies and basic surgical equipment",一个大容量的医生急救箱，装满医疗用品和基本手术设备
5088,A first aid kit with the ability to heal common types of injuries.,具有治愈常见伤害能力的急救箱。
5089,A first aid kit with the ability to heal common types of injuries. You start thinking of the good old days just by looking at it.,具有治愈常见伤害能力的急救箱。你只要看一眼，就会开始想起过去的美好时光。
5090,burn treatment kit,烧伤医疗箱
5091,A specialized medical kit for when the ordnance lab <i>-spontaneously-</i> burns down.,当军械实验室 <i>-自发-</i> 烧毁时，一种专门的医疗箱。
5092,toxin treatment kit,毒素医疗箱
5093,Used to treat toxic blood content and radiation poisoning.,用于治疗有毒血液内容物和辐射中毒。
5094,oxygen deprivation treatment kit,窒息医疗箱
5095,A box full of oxygen goodies.,装满氧气的盒子。
5096,brute trauma treatment kit,创伤医疗箱
5097,A first aid kit for when you get toolboxed.,当你被工具箱砸时需要的急救包。
5098,advanced first aid kit,高级急救箱
5099,An advanced kit to help deal with advanced wounds.,一种帮助处理晚期伤口的高级工具包。
5100,combat medical kit,战斗医疗箱
5101,I hope you've got insurance.,我希望你买保险了。
5102,pill bottle,药瓶
5103,It's an airtight container for storing medication.,这是一个密封的容器，用来存放药物。
5104,bottle of multiver pills,一瓶肝效解毒剂 (multiver) 药丸
5105,Contains pills used to counter toxins.,含有用于解毒的药丸，瓶子上的标签上写着 '此药对肺有损伤' 。
5106,bottle of epinephrine pills,一瓶肾上腺素 (epinephrine) 药丸
5107,Contains pills used to stabilize patients.,含有用于稳定患者状况的药丸，瓶子上的标签上写着 '30u过量' 。
5108,bottle of mutadone pills,一瓶突变定 (mutadone) 药丸
5109,Contains pills used to treat genetic abnormalities.,含有用于治疗基因畸变的药丸。
5110,bottle of potassium iodide pills,一瓶碘化钾 (potassium iodide) 药丸
5111,Contains pills used to reduce radiation damage.,含有用于预防并减少辐射伤害的药丸。
5112,bottle of probital pills,一瓶治疗酶 (probital) 药丸
5113,"Contains pills used to treat brute damage. The tag in the bottle states 'Eat before ingesting, may cause fatigue'.",包含用于治疗野蛮伤害的药片，瓶子上的标签上写着 '口服效果更佳，饭前摄入可能会导致疲劳，20u过量' 。
5114,bottle of iron pills,一瓶铁 (iron) 药丸
5115,Contains pills used to reduce blood loss slowly. The tag in the bottle states 'Only take one each five minutes'.,含有用于缓慢减少失血的药片，瓶子上的标签上写着 '每五分钟只服用一片' 。
5116,bottle of mannitol pills,一瓶甘露醇 (mannitol) 药丸
5117,Contains pills used to treat brain damage.,含有用于治疗脑损伤的药丸，瓶子上的标签写着 '15u过量' 。
5118,Contains diluted pills used to treat brain tumor symptoms. Take one when feeling lightheaded.,含有用于治疗脑瘤症状的稀释药片，头晕的时候吃一片。
5119,bottle of stimulant pills,一瓶兴奋剂 (stimulant) 药丸
5120,Guaranteed to give you that extra burst of energy during a long shift!,保证在长时间的轮班中给你额外的能量爆发！
5121,bottle of patches,一瓶贴片
5122,Contains patches used to treat brute and burn damage.,包含用于治疗创伤和烧伤的贴片药物。
5123,suspicious pill bottle,可疑的药瓶
5124,"The label is pretty old and almost unreadable, you recognize some chemical compounds.",标签很旧，几乎无法阅读，你可以识别一些化合物。
5125,suspicious pill bottle,可疑的药瓶
5126,There is a smiley on the top.,上面有一个笑脸
5127,suspicious pill bottle,可疑的药瓶
5128,"There is a crude drawing which could be either a mushroom, or a deformed moon.",上面有一副粗糙的涂鸦，可能是蘑菇，也可能是变形的月亮。
5129,suspicious pill bottle,可疑的药瓶
5130,The label has 'fuck disablers' hastily scrawled in black marker.,标签上匆忙用黑色记号笔潦草地写着 '他妈的残障人士' 。
5131,bottle of psicodine pills,一瓶心神宁 (psicodine) 药丸
5132,Contains pills used to treat mental distress and traumas.,含有用于治疗精神痛苦和创伤的药片，瓶子上的标签写着 '服用超过30u时会过量，会导致幻觉和中毒' 。
5133,bottle of pentetic acid pills,一瓶喷替酸 (pentetic acid) 药丸
5134,Contains pills to expunge radiation and toxins.,含有消除辐射和毒素的药丸。
5135,bottle of neurine pills,一瓶神经碱 (neurine) 药丸
5136,Contains pills to treat non-severe mental traumas.,含有治疗非严重精神创伤的药丸。
5137,bottle of maintenance pills,一瓶扔在维修管道的药丸
5138,An old pill bottle. It smells musty.,一个旧药瓶，它闻起来有股霉味
5139,bottle of [P.name]s,一瓶 [P.name]
5140,happiness pills,快乐药丸
5141,"Contains pills used as a last resort means to temporarily stabilize depression and anxiety. WARNING: side effects may include slurred speech, drooling, and severe addiction.",作为最后手段的药丸，可暂时稳定抑郁和焦虑。警告：副作用可能包括口齿不清、流口水和严重上瘾。
5142,mindbreaker toxin pills,一瓶精神破坏毒素 (mindbreaker toxin) 药丸
5143,!FOR THERAPEUTIC USE ONLY! Contains pills used to alleviate the symptoms of Reality Dissociation Syndrome.,！仅供治疗使用！含有用于缓解现实分离综合症症状的药丸
5144,pax pills,一瓶和平素 (pax) 药丸
5145,Contains pills used to temporarily pacify patients that are deemed a harm to themselves or others.,含有用于暂时安抚被认为对自己或他人有害的患者的药丸
5146,organ transport box,器官运输箱
5147,An advanced box with an cooling mechanism that uses cryostylane or other cold reagents to keep the organs or bodyparts inside preserved.,一种先进的冷冻箱、冷冻盒，具有冷却机制，使用冷冻剂或其他冷试剂将器官或身体部位保存在里面以防腐败。
5148,secstorage,安全存储
5149,"This shouldn't exist. If it does, create an issue report.",这不应该存在，如果存在，请创建一份问题报告。
5150,secure briefcase,安全公文包
5151,A large briefcase with a digital locking system.,一个带有数字锁系统的大公文包。
5152,secure safe,安全保险箱
5153,Excellent for securing things away from grubby hands.,非常适合用来保护物品远离脏手。
5154,head of security's safe,安保部长的保险箱
5155,captain's spare ID safe,舰长备用 ID的保险箱
5156,can ring,罐环
5157,"Holds up to six drink cans, and select bottles."
5158,soda bottle ring
5159,Holds six soda cans. Remember to recycle when you're done!
5160,beer bottle ring
5161,Holds six beer bottles. Remember to recycle when you're done!
5162,storage,存储
5163,toolbox,工具箱
5164,Danger. Very robust.,危险，非常强力。
5165,emergency toolbox,应急工具箱
5166,rusty red toolbox,生锈的红工具箱
5167,mechanical toolbox,机械工具箱
5168,rusty blue toolbox,生锈的蓝工具箱
5169,"toolbox"" //this will be named ""X family toolbox"
5170,It's seen better days.,曾经有过更好的日子。
5171,toolbox,工具箱
5172,"An old, blue toolbox, it looks robust.",一个老式的蓝色工具箱，看起来很结实。
5173,electrical toolbox,电气工具箱
5174,tactical toolbox,战术工具箱
5175,A toolbox manufactured by the Syndicate containing extra tactical tools. Made of more robust materials than the average toolbox.,辛迪加制造的工具箱，包含额外的战术工具。由比普通工具箱更坚固的材料制成。
5176,mechanical toolbox,机械工具箱
5177,artistic toolbox,艺术工具箱
5178,"A toolbox painted bright green. Why anyone would store art supplies in a toolbox is beyond you, but it has plenty of extra space.",一个漆成亮绿色的工具箱。为什么有人会把艺术用品放在工具箱里，这是你无法理解的，但它有很多的额外空间。
5179,ammo box,弹药箱
5180,It contains a few clips.,它包含了几个弹夹。
5181,gun maintenance kit,枪支维修套件
5182,It contains some gun maintenance supplies,里面有一些枪支维修用品
5183,insidious case,潜伏容器
5184,"Bearing the emblem of the Syndicate, this case contains a full infiltrator stealth suit, and has enough room to fit weaponry if necessary.",这个箱子带有辛迪加的标志，里面有一套完整的潜入者隐形西装，如果需要的话，它有足够的空间来装武器。
5185,old toolbox,旧工具箱
5186,Contract Kit,合同套件
5187,Supplied to Syndicate contractors.,供应给辛迪加的承包商。
5188,Standard Loadout,标准套装
5189,"Supplied to Syndicate contractors, providing their specialised space suit and chameleon uniform.",提供给辛迪加承包商，提供他们的专业太空服和变色龙组件。
5190,Contractor Guide,承包商指南
5191,box,盒子
5192,"A sleek, sturdy box.",一个平滑、结实的盒子。
5193,origami kit
5194,"A box full of a number of rather masterfully engineered paper planes and a manual on \""The Art of Origami\""."
5195,freedom implant box,自由植入物盒
5196,microbomb implant box,微型炸弹植入物盒
5197,macrobomb implant box,宏炸弹植入物盒
5198,uplink implant box,上行链路植入物盒
5199,bioterror syringe box,生化武器注射器盒
5200,ultra hilarious firing pin box
5201,storage implant box,存储植入物盒
5202,stealth implant box,潜行植入物盒
5203,syndicate radio implant box,辛迪加无线电植入物盒
5204,boxed space suit and helmet,盒装太空服与头盔
5205,EMP kit,电磁脉冲套件
5206,chemical kit,化学试剂套件
5207,nuke core extraction kit,核芯抽出套件
5208,A box containing the equipment and instructions for extracting the plutonium cores of most Nanotrasen nuclear explosives.,装有提取大多数纳米传讯核炸药的钚核心的设备和说明的盒子。
5209,supermatter sliver extraction kit
5210,A box containing the equipment and instructions for extracting a sliver of supermatter.,一种装有提取超物质的设备和说明的盒子。
5211,virus grenade kit,病毒手榴弹箱
5212,chameleon kit,变色龙套件
5213,buzzkill grenade box,嗡嗡杀手手榴弹盒
5214,"A sleek, sturdy box with a buzzing noise coming from the inside. Uh oh.",一个光滑、结实的盒子，里面发出嗡嗡声。呃喔。
5215,signaler box,信号箱
5216,Contains everything an agent would need to remotely detonate their bombs.,包含特工远程引爆炸弹所需的一切。
5217,deathrattle implant box,死亡征兆植入物盒
5218,Contains eight linked deathrattle implants.,包含八个已互相链接的'死亡征兆'植入物
5219,wallet,钱包
5220,It can hold a few small and personal things.,可装一些小物件和个人物品。
5221,wallet displaying [front_id]
5222,wallet,钱包
5223,box of shipping supplies,装运用品盒
5224,Contains several scanners and labelers for shipping things. Wrapping Paper not included.,含有多个用于装运物品的扫描仪和贴标器。不包括包装纸。
5225,box of latex gloves,乳胶手套盒
5226,Contains sterile latex gloves.,含有无菌乳胶手套。
5227,box of sterile masks,无菌口罩盒
5228,This box contains sterile medical masks.,这个盒子里装有无菌医用口罩。
5229,box of prescription glasses,屈光眼镜盒
5230,This box contains nerd glasses.,这盒子里有书呆子的眼镜。
5231,boxed space suit and helmet,盒装太空服与头盔
5232,"A sleek, sturdy box used to hold replica spacesuits."
5233,box of deputy armbands,副手臂章盒
5234,To be issued to those authorized to act as deputy of security.,发给被授权担任安保副手的人员。
5235,Courageous Tomb Raider - 1940's.
5236,"This legendary figure of still dubious historical accuracy is thought to have been a world-famous archeologist who embarked on countless adventures in far away lands, along with his trademark whip and fedora hat."
5237,First Man on the Moon - 1960's.,第一个登上月球的人——1960年代
5238,"One small step for a man, one giant leap for mankind. Relive the beginnings of space exploration with this fully functional set of vintage EVA equipment.",个人的一小步，人类的一大步。用这套功能齐全的老式舱外活动设备重温太空探索的开端。
